"objectIdFieldName","uniqueIdField__name","uniqueIdField__isSystemMaintained","globalIdFieldName","geometryType","spatialReference__wkid","spatialReference__latestWkid","transform__originPosition","transform__scale","transform__translate","fields__name","fields__type","fields__alias","fields__sqlType","fields__length","fields__domain","fields__defaultValue","exceededTransferLimit","features__attributes__OBJECTID","features__attributes__PID","features__attributes__Prop_Addr","features__attributes__Prop_Num","features__attributes__Prop_Dir","features__attributes__PropStreet","features__attributes__Prop_Zip","features__attributes__OwnerName","features__attributes__OwnerAddr","features__attributes__OwnerCity","features__attributes__OwnerState","features__attributes__OwnerZip","features__attributes__TaxPName","features__attributes__TaxPAddres","features__attributes__TaxPCity","features__attributes__TaxPState","features__attributes__TaxPZip","features__attributes__Homestead","features__attributes__TaxExempt","features__attributes__SEV","features__attributes__Zoning_Dis","features__attributes__WARDx","features__attributes__PRECINCTx","features__attributes__TAXSTATx","features__attributes__Land_Usex","features__attributes__ECF","features__attributes__OwnerCode","features__attributes__Class","features__attributes__ParcelTxt","features__attributes__PIDdash","features__attributes__HCond2014","features__attributes__CCond2013","features__attributes__HCond2012","features__attributes__DPVACT","features__attributes__DPVNOST","features__attributes__CenTract","features__attributes__CenBlock","features__attributes__lowmod_pct","features__attributes__MP_Landuse","features__attributes__DRAFT_Zone"
"","","","","","","","","","","","","","","","","","","909","4012130013","GARLAND ST","0"," ","GARLAND ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","5"," ","CITY MISC","Public","330","City Owned","RV","4012130013","40-12-130-013","Vacant Lot"," "," "," "," ","001400","2","0.7848","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","910","4119385026","W ATHERTON RD","0","W","ATHERTON RD","48507","MICH STATE HWY COMM","W ATHERTON RD","FLINT","MI","48507","MICH STATE HWY COMM","W ATHERTON RD","FLINT","MI","48507","0","1","0","ROW","9"," ","STATE ROAD","Public","000","State Owned","RV","4119385026","41-19-385-026","Vacant Lot"," "," "," "," ","004000","2","0.5933","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","911","4105284029","N DORT HWY","0","N","DORT HWY","48506","MICH STATE HWY COMM","N DORT HWY","FLINT","MI","48506","MICH STATE HWY COMM","N DORT HWY","FLINT","MI","48506","0","1","0","D-6","4","21","STATE ROAD","Public","000","State Owned","RV","4105284029","41-05-284-029","Vacant Lot"," "," "," "," ","002300","2","0.608","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","912","4108229013","N DORT HWY","0","N","DORT HWY","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","0","1","0","ROW","4"," ","STATE ROAD","Public","000","State Owned","RV","4108229013","41-08-229-013","Vacant Lot"," "," "," "," ","002600","5","0.6667","City Corridor","CC"
"","","","","","","","","","","","","","","","","","","913","4015434010","JOYNER ST","0"," ","JOYNER ST","48532","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","6"," ","COUNTY","Public","450","Land Bank Owned","RV","4015434010","40-15-434-010","Vacant Lot"," "," "," "," ","001600","4","0.3231","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","914","4636413015","EDMUND ST","0"," ","EDMUND ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","B","3","15","CITY MISC","Public","190","City Owned","RV","4636413015","46-36-413-015","Vacant Lot"," "," "," "," ","000800","2","0.8","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","915","4105432050","N DORT HWY","0","N","DORT HWY","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","0","1","0","ROW","4"," ","STATE ROAD","Public","000","State Owned","RV","4105432050","41-05-432-050","Vacant Lot"," "," "," "," ","002300","3","0.7","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","916","4105432045","N DORT HWY","0","N","DORT HWY","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RV","4105432045","41-05-432-045","Vacant Lot"," "," "," "," ","002300","3","0.7","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","917","4105432044","N DORT HWY","0","N","DORT HWY","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RV","4105432044","41-05-432-044","Vacant Lot"," "," "," "," ","002300","3","0.7","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","918","4023101033","CORUNNA RD","0"," ","CORUNNA RD","48503","MICHIGAN DEPT OF TRANSPORTATION","CORUNNA RD","FLINT","MI","48503","MICHIGAN DEPT OF TRANSPORTATION","CORUNNA RD","FLINT","MI","48503","0","1","0","ROW","8"," ","STATE ROAD","Public","000","State Owned","RV","4023101033","40-23-101-033","Vacant Lot"," "," "," "," ","003600","3","0.6711","City Corridor","CC"
"","","","","","","","","","","","","","","","","","","919","4105432042","N DORT HWY","0","N","DORT HWY","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","0","1","0","ROW","4"," ","STATE ROAD","Public","000","State Owned","RV","4105432042","41-05-432-042","Vacant Lot"," "," "," "," ","002300","3","0.7","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","920","4730258031","E RUSSELL AVE","0","E","RUSSELL AVE","48505","MICHIGAN DEPT OF TRANSPORTATION","E RUSSELL AVE","FLINT","MI","48505","MICHIGAN DEPT OF TRANSPORTATION","E RUSSELL AVE","FLINT","MI","48505","0","1","0","ROW","3","13","STATE ROAD","Public","000","State Owned","RV","4730258031","47-30-258-031","Vacant Lot"," "," "," "," ","001700","2","0.8808","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","921","4118204019","E FOURTH ST","0","E","FOURTH ST","48503","MICH STATE HWY COMM","E FOURTH ST","FLINT","MI","48503","MICH STATE HWY COMM","E FOURTH ST","FLINT","MI","48503","0","1","0","ROW","7"," ","STATE ROAD","Public","000","State Owned","RV","4118204019","41-18-204-019","Vacant Lot"," "," "," "," ","002800","2","0.5954"," ","DE"
"","","","","","","","","","","","","","","","","","","922","4107134007","E WOOD ST","0","E","WOOD ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","COUNTY","Public","000","City Owned","RV","4107134007","41-07-134-007","Vacant Lot"," "," "," "," ","013600","1","0.6818","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","923","4635179013","FLEMING RD","0"," ","FLEMING RD","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","2","9","CITY MISC","Public","160","City Owned","RV","4635179013","46-35-179-013","Vacant Lot"," "," "," "," ","000500","2","0.8943","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","924","4014326021","SHERWOOD DR","0"," ","SHERWOOD DR","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","6"," ","COUNTY","Residential","405","Land Bank Owned","RV","4014326021","40-14-326-021","Vacant Lot"," "," "," "," ","001600","5","0.301","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","925","4105401003","N FRANKLIN AVE","0","N","FRANKLIN AVE","48506","CITY OF FLINT DCNS","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT DCNS","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","C-1","4","21","CITY MISC","Public","280","City Owned","RV","4105401003","41-05-401-003","Vacant Lot"," "," "," "," ","002300","2","0.608","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","926","4636413014","EDMUND ST","0"," ","EDMUND ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","B","3","15","CITY MISC","Public","190","City Owned","RV","4636413014","46-36-413-014","Vacant Lot"," "," "," "," ","000800","2","0.8","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","927","4108427015","COMMONWEALTH AVE","0"," ","COMMONWEALTH AVE","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","0","0","A-2","7"," ","TAXABLE","Residential","395","Land Bank Owned","RV","4108427015","41-08-427-015","Vacant Lot"," "," "," "," ","003000","2","0.3614","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","928","4118479016","ELM ST","0"," ","ELM ST","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","E","7"," ","COUNTY","Residential","485","Land Bank Owned","RV","4118479016","41-18-479-016","Vacant Lot"," "," "," "," ","003200","1","0.7764","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","929","4636382007","MASON ST","0"," ","MASON ST","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","0","0","A-2","3","17","TAXABLE","Residential","215","Land Bank Owned","RV","4636382007","46-36-382-007","Vacant Lot"," "," "," "," ","000800","1","0.6167","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","930","4105432047","N DORT HWY","0","N","DORT HWY","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","0","1","0","ROW","4"," ","STATE ROAD","Public","000","State Owned","RV","4105432047","41-05-432-047","Vacant Lot"," "," "," "," ","002300","3","0.7","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","931","4635254004","BERGER DR","0"," ","BERGER DR","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","2","9","CITY MISC","Public","160","City Owned","RV","4635254004","46-35-254-004","Vacant Lot"," "," "," "," ","000500","3","0.5315","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","932","4012258030","GARLAND ST","0"," ","GARLAND ST","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","0","0","C-1","5"," ","TAXABLE","Residential","330","Land Bank Owned","RV","4012258030","40-12-258-030","Vacant Lot"," "," "," "," ","001400","3","0.7987","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","933","4013202023","N GRAND TRAVERSE","0","N","GRAND TRAVERSE","48503","BOURBEAU, JOHN M","129 N GRAND TRAVERSE ST","FLINT","MI","48503","BOURBEAU, JOHN M","129 N GRAND TRAVERSE ST","FLINT","MI","48503","0","0","200","D-2","6","40","TAXABLE","Residential","385","Privately Owned","RV","4013202023","40-13-202-023","Vacant Lot"," "," "," "," ","001500","2","0.8442","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","934","4104279021","MARYLAND AVE","0"," ","MARYLAND AVE","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","4"," ","CITY MISC","Public","250","City Owned","RV","4104279021","41-04-279-021","Vacant Lot"," "," "," "," ","002700","2","0.4894","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","935","4014177042","320 SHEFFIELD AVE","320"," ","SHEFFIELD AVE","48503","FEURT, SUZANNE L","2008 N MADISON ST","ARLINGTON","VA","22205","FEURT, SUZANNE L","2008 N MADISON ST","ARLINGTON","VA","22205","0","0","8100","C-1","6","38","TAXABLE","Residential","405","Privately Owned","RI","4014177042","40-14-177-042","Good"," ","Good","Y","N","001600","5","0.301","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","936","4012206028","325 CROSBY ST","325"," ","CROSBY ST","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","0","1600","B","5","29","TAXABLE","Residential","335","Land Bank Owned","RI","4012206028","40-12-206-028","Fair"," ","Good","N","N","001400","3","0.7987","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","937","4108106002","1504 ILLINOIS AVE","1504"," ","ILLINOIS AVE","48506","PSR PROPERTY HOLDINGS, LLC","2231 ABBY CT","DAVISON","MI","48423","PSR PROPERTY HOLDINGS, LLC","2231 ABBY CT","DAVISON","MI","48423","0","0","300","B","7","43","TAXABLE","Residential","350","Privately Owned","RV","4108106002","41-08-106-002","Vacant Lot"," "," "," "," ","002600","2","0.6337","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","938","4001476003","ALBERT ST","0"," ","ALBERT ST","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","B","5"," ","COUNTY","Residential","335","Land Bank Owned","RV","4001476003","40-01-476-003","Vacant Lot"," "," "," "," ","001100","4","0.7849","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","939","4001408002","354 E DAYTON ST","354","E","DAYTON ST","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","0","200","B","5","27","TAXABLE","Public","220","Land Bank Owned","RV","4001408002","40-01-408-002","Vacant Lot"," "," "," "," ","001100","3","0.6522","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","940","4012185004","425 TENTH AVE","425"," ","TENTH AVE","48503","KIPPLE, DONALD & WF JEAN","PO BOX 290","BENAVIDES","TX","78341","KIPPLE, DONALD & WF JEAN","PO BOX 290","BENAVIDES","TX","78341","0","0","700","C-2","5","32","TAXABLE","Residential","330","Privately Owned","RI","4012185004","40-12-185-004","Structurally Deficient"," ","Substandard","Y","N","001400","2","0.7848","University Avenue Core","UC"
"","","","","","","","","","","","","","","","","","","941","4117456010","MC AVOY ST","0"," ","MC AVOY ST","48503","MI LAND BANK FAST TRACK AUTH","300 N WASHINGTON SQ","LANSING","MI","48913","MI LAND BANK FAST TRACK AUTH","300 N WASHINGTON SQ","LANSING","MI","48913","0","1","0","A-2","7"," ","STATE TAX","Public","485","Land Bank Owned","RV","4117456010","41-17-456-010","Vacant Lot"," "," "," "," ","003200","2","0.8077","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","942","4106376007","E HAMILTON AVE","0","E","HAMILTON AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RV","4106376007","41-06-376-007","Vacant Lot"," "," "," "," ","013600","1","0.6818","Commerce & Employment","CE"
"","","","","","","","","","","","","","","","","","","943","4001380046","STOCKDALE ST","0"," ","STOCKDALE ST","48503","DIEM, RAYMOND & WF MARVENIA","1703 M L KING AVE","FLINT","MI","48503","DIEM, RAYMOND & WF MARVENIA","1703 M L KING AVE","FLINT","MI","48503","0","0","100","A-2","5"," ","TAXABLE","Residential","270","Privately Owned","RV","4001380046","40-01-380-046","Vacant Lot"," "," "," "," ","001000","4","0.7372","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","944","4117178033","BROOKSIDE DR","0"," ","BROOKSIDE DR","48503","ANAGNOSTOPOULOS, NIKOLAOS","512 E GRAND BLANC RD","GRAND BLANC","MI","48439","ANAGNOSTOPOULOS, NIKOLAOS","512 E GRAND BLANC RD","GRAND BLANC","MI","48439","100","0","100","A-2","7"," ","TAXABLE","Residential","435","Privately Owned","RV","4117178033","41-17-178-033","Vacant Lot"," "," "," "," ","003000","3","0.2","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","945","4636129055","M L KING AVE","0"," ","M L KING AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","1","5","CITY MISC","Public","000","City Owned","RV","4636129055","46-36-129-055","Vacant Lot"," "," "," "," ","000600","3","0.7226","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","946","4012231023","ROOT ST","0"," ","ROOT ST","48503","ROBINSON, ROBYN","1513 ROOT ST","FLINT","MI","48503","ROBINSON, ROBYN","1513 ROOT ST","FLINT","MI","48503","100","0","100","C-1","5","29","COUNTY","Residential","335","Land Bank Owned","RV","4012231023","40-12-231-023","Vacant Lot"," "," "," "," ","001400","3","0.7987","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","947","4730379043","E PIERSON RD","0","E","PIERSON RD","48505","MICHIGAN DEPT OF TRANSPORTATION","E PIERSON RD","FLINT","MI","48505","MICHIGAN DEPT OF TRANSPORTATION","E PIERSON RD","FLINT","MI","48505","0","1","0","ROW","3"," ","STATE ROAD","Public","000","State Owned","RV","4730379043","47-30-379-043","Vacant Lot"," "," "," "," ","001700","2","0.8808","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","948","4105284024","N DORT HWY","0","N","DORT HWY","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","0","1","0","D-6","4","21","STATE ROAD","Public","000","State Owned","RV","4105284024","41-05-284-024","Vacant Lot"," "," "," "," ","002300","2","0.608","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","949","4025177017","LAUREL OAK DR","0"," ","LAUREL OAK DR","48507","BURROUGHS, LENNEX & WF LINDA","1726 LAUREL OAK DR","FLINT","MI","48507","BURROUGHS, LENNEX & WF LINDA","1726 LAUREL OAK DR","FLINT","MI","48507","0","0","500","A-2","8"," ","TAXABLE","Residential","565","Privately Owned","RV","4025177017","40-25-177-017","Vacant Lot"," "," "," "," ","013500","5","0.1477","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","950","4731352039","NORTH ST","0"," ","NORTH ST","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","B","3","18","COUNTY","Public","195","Land Bank Owned","RV","4731352039","47-31-352-039","Vacant Lot"," "," "," "," ","002000","2","0.5221","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","951","4105483029","N DORT HWY","0","N","DORT HWY","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","0","1","0","ROW","4"," ","STATE ROAD","Public","000","State Owned","RV","4105483029","41-05-483-029","Vacant Lot"," "," "," "," ","002300","1","0.6019","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","952","4105483033","N DORT HWY","0","N","DORT HWY","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RV","4105483033","41-05-483-033","Vacant Lot"," "," "," "," ","002300","1","0.6019","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","953","4730226056","E CARPENTER RD","0","E","CARPENTER RD","48505","MICHIGAN DEPT OF TRANSPORTATION","E CARPENTER RD","FLINT","MI","48505","MICHIGAN DEPT OF TRANSPORTATION","E CARPENTER RD","FLINT","MI","48505","0","1","0","ROW","3"," ","STATE ROAD","Public","000","State Owned","RV","4730226056","47-30-226-056","Vacant Lot"," "," "," "," ","001700","2","0.8808","Neighborhood Center","NC"
"","","","","","","","","","","","","","","","","","","954","4109481024","S CENTER RD","0","S","CENTER RD","48506","BD OF CO ROAD COMM","211 OAKLEY ST","FLINT","MI","48503","BD OF CO ROAD COMM","211 OAKLEY ST","FLINT","MI","48503","0","1","0","ROW","4"," ","COUNTY","Public","000","Privately Owned","RV","4109481024","41-09-481-024","Vacant Lot"," "," "," "," ","003100","2","0.6652","Commerce & Employment","CE"
